Staff_ID,Name,Role,Department_ID,Hire_Date,Salary,Location_ID
S0053,Calvin Spencer,Doctor,D004,2025-01-19,70375,L003
S0054,Laurie Washington,Admin,D008,2018-09-02,31015,L003
S0055,Eric Olson,Admin,D006,2019-12-30,173265,L003
S0056,Sean Sherman,Technician,D002,2015-11-16,164550,L003
S0057,Elizabeth Spencer,Nurse,D005,2018-07-25,116394,L001
S0058,Kelsey Richardson,Pharmacist,D007,2020-07-31,184401,L001
S0059,Dr. Robin Becker DDS,Admin,D006,2022-08-12,48321,L005
S0060,Alison Torres,Admin,D003,2016-12-09,175000,L002
S0061,William Mccall,Pharmacist,D002,2016-05-16,89542,L005
S0062,Brittany Sanders,Nurse,D008,2024-09-18,61951,L005
S0063,Kristin Berg,Nurse,D003,2017-05-21,97952,L002
S0064,Gary Reynolds,Technician,D008,2016-03-06,66448,L004
S0065,Susan Mccoy,Nurse,D003,2022-05-17,175514,L004
S0066,Christopher Washington,Pharmacist,D005,2024-01-09,196123,L005
S0067,Jessica Cunningham,Admin,D002,2024-08-20,148840,L004
S0068,Grace Lewis,Nurse,D004,2019-03-04,151614,L004
S0069,Holly Brown,Nurse,D005,2024-02-18,179969,L001
S0070,Pamela Wilcox,Admin,D003,2017-06-24,129407,L005
S0071,Mark Cline,Pharmacist,D008,2022-12-17,107190,L003
S0072,Allison Powell,Admin,D004,2023-02-26,76766,L003
S0073,Kenneth Clark,Doctor,D001,2025-02-11,183894,L005
S0074,Stephen Mcdonald,Doctor,D007,2019-08-18,117030,L005
S0075,Daniel Hill,Technician,D008,2018-07-25,38662,L004
S0076,Ms. Lisa Webster,Doctor,D001,2017-06-21,92888,L004
S0077,Nicole Phillips,Doctor,D005,2023-12-15,74354,L003
S0078,Thomas Lambert,Pharmacist,D008,2019-09-30,191001,L001
S0079,Melinda Anderson,Pharmacist,D008,2017-06-15,181762,L005
S0080,Jacqueline Bell,Nurse,D003,2022-09-27,162125,L003
S0081,Stephen Johnson,Nurse,D003,2018-04-05,64739,L003
S0082,Melissa Thomas,Doctor,D005,2025-02-14,42675,L001
S0083,Joseph Wilson,Pharmacist,D005,2019-10-13,196532,L003
S0084,Kathy Beck,Admin,D005,2020-08-01,46493,L001
S0085,Nancy Hatfield,Nurse,D005,2024-09-19,53421,L001
S0086,Diana Walters,Doctor,D007,2020-10-22,196227,L002
S0087,Denise Alvarez,Pharmacist,D007,2019-08-12,169334,L002
S0088,Walter Brown,Nurse,D008,2021-11-19,163093,L004
S0089,Kevin Mathews,Technician,D001,2019-11-19,137348,L001
S0090,Howard Johnson,Pharmacist,D008,2018-07-11,108815,L004
S0091,Michael Pacheco,Doctor,D004,2023-05-23,72244,L003
S0092,Craig Harris,Nurse,D005,2020-11-05,129453,L004
S0093,Brian Allison,Technician,D002,2022-09-20,137032,L004
S0094,Deborah Leon,Admin,D005,2021-08-27,52397,L002
S0095,Laura George,Technician,D006,2017-04-21,117153,L002
S0096,Lawrence Peters,Admin,D008,2023-07-05,193532,L003
S0097,Ariana Thompson,Technician,D001,2020-11-23,64755,L001
S0098,Aaron Anderson,Doctor,D005,2024-04-19,57206,L003
S0099,Brenda Mcneil,Pharmacist,D004,2019-10-27,160298,L002
S0100,Lee Hammond,Admin,D004,2020-06-09,105732,L002
S0101,Jessica Stark,Admin,D001,2019-12-16,123491,L003
S0102,Karen Brooks,Doctor,D003,2022-07-10,89906,L003
S0103,Jacob Sullivan,Technician,D002,2021-08-02,66109,L001
S0104,Ryan Morrow,Admin,D006,2020-08-03,81671,L001
S0105,Daniel Strickland,Admin,D006,2024-05-18,35339,L004
S0106,Lisa Matthews,Nurse,D005,2017-02-17,80237,L004
S0107,Maureen Murray,Nurse,D001,2023-12-14,84580,L005
S0108,Anthony Glover,Doctor,D003,2015-11-09,35380,L003
S0109,John Johns,Doctor,D007,2022-09-03,188125,L005
S0110,Jennifer Ellis,Admin,D006,2021-11-03,49438,L001
S0111,Joanna Martinez,Doctor,D006,2019-08-29,138215,L001
S0112,Dr. Michaela Whitehead,Nurse,D006,2024-03-17,159535,L002
S0113,Sara Hampton,Admin,D004,2019-10-30,61063,L004
S0114,Michael Moore,Technician,D002,2024-01-07,47399,L003
S0115,Jessica Moyer,Admin,D002,2020-03-21,63083,L002
S0116,Curtis Watkins,Admin,D006,2016-02-08,175042,L001
S0117,Terry Barnett,Admin,D008,2022-10-27,73864,L003
S0118,Nicholas Edwards,Technician,D004,2015-12-29,50751,L003
S0119,Kenneth Baker,Technician,D001,2016-07-31,134067,L001
S0120,Elizabeth Roberts,Technician,D004,2024-06-24,76301,L002
S0121,Teresa Jones,Nurse,D007,2024-07-03,187108,L003
S0122,Margaret Garza,Doctor,D001,2024-03-10,187596,L003
S0123,David Keith,Admin,D005,2023-06-13,154799,L003
S0124,Bryan Young,Pharmacist,D006,2019-04-07,102955,L001
S0125,Ryan Mitchell,Nurse,D006,2019-09-20,69733,L001
S0126,Yvonne Gonzalez,Admin,D004,2015-08-19,130885,L002
S0127,Teresa Thompson,Doctor,D006,2016-01-06,42233,L004
S0128,Kathleen Underwood,Doctor,D001,2017-08-16,193954,L002
S0129,Kevin Compton,Nurse,D007,2023-08-23,169723,L003
S0130,Nichole Edwards,Technician,D003,2016-06-26,97335,L005
S0131,Rachael Rojas,Nurse,D004,2016-04-11,144416,L001
S0132,Cory Rivera,Nurse,D004,2021-08-07,188579,L002
S0133,Courtney Gilbert,Doctor,D002,2020-11-09,133291,L003
S0134,Emily Franco,Pharmacist,D003,2018-05-08,67756,L005
S0135,James Kennedy,Doctor,D002,2019-04-19,111419,L005
S0136,Michelle King,Doctor,D001,2017-12-24,99176,L002
S0137,William Burke,Pharmacist,D006,2023-10-20,96256,L004
S0138,Nicole Best,Pharmacist,D006,2023-09-08,124002,L001
S0139,Deanna Johnson,Nurse,D004,2016-08-26,52339,L002
S0140,Marissa Brown,Pharmacist,D005,2021-05-20,196474,L001
S0141,Daniel Taylor,Technician,D005,2015-10-07,104987,L004
S0142,Michael Stanley,Admin,D006,2016-01-06,184286,L003
S0143,Matthew Harris,Nurse,D007,2015-08-20,158732,L002
S0144,David Harris,Doctor,D008,2017-04-17,137605,L001
S0145,Ethan Taylor,Technician,D007,2019-06-22,74251,L005
S0146,Hannah Delgado,Pharmacist,D008,2015-09-08,165445,L001
S0147,Danielle Chapman,Pharmacist,D008,2018-05-19,186659,L001
S0148,Anita Bradford,Pharmacist,D006,2015-12-28,190710,L001
S0149,Joshua Whitaker,Doctor,D004,2020-05-04,32700,L005
S0150,Daniel Garcia,Technician,D005,2016-05-31,138599,L004
S0151,Laura Osborne,Admin,D003,2025-03-31,77506,L005
S0152,Jonathan Cervantes,Pharmacist,D005,2015-06-21,139967,L005
S0153,Mrs. Jennifer Wilson,Technician,D006,2024-07-12,54246,L001
S0154,Thomas Perry,Pharmacist,D002,2019-07-13,122247,L002
S0155,Sean Taylor,Nurse,D001,2018-07-07,56529,L001
S0156,John Hunt,Admin,D006,2024-01-21,133208,L003
S0157,Robert Morgan,Technician,D004,2023-05-29,182314,L004
S0158,Grant Gallegos,Doctor,D001,2015-07-19,58819,L002
S0159,Cassandra Villarreal,Pharmacist,D002,2023-03-18,158477,L002
S0160,Nicole Johnson,Admin,D004,2020-05-24,36969,L003
S0161,Matthew Thomas,Technician,D007,2017-01-29,78500,L002
S0162,Brian Cline,Pharmacist,D003,2020-12-06,181041,L002
S0163,John Mccoy,Pharmacist,D007,2023-04-26,100484,L005
S0164,Thomas Gomez,Technician,D002,2023-08-07,174059,L005
S0165,Jeffrey Davis,Nurse,D007,2022-02-27,119580,L004
S0166,Sydney Vaughn,Admin,D006,2019-04-23,85620,L001
S0167,Joanne Cole,Technician,D007,2024-02-04,182867,L003
S0168,Todd Burns,Nurse,D002,2021-07-03,192664,L001
S0169,Mary Sutton,Technician,D007,2024-04-25,188011,L002
S0170,Steve Torres,Technician,D001,2023-11-08,113545,L002
S0171,Linda Thomas,Nurse,D006,2023-03-02,53570,L001
S0172,Kelly Chavez,Technician,D001,2016-09-16,135368,L004
S0173,Alicia Faulkner,Doctor,D003,2022-09-25,117680,L005
S0174,Michael Chavez,Doctor,D001,2017-10-10,175222,L004
S0175,Rachel Brock,Technician,D008,2021-03-07,178920,L003
S0176,Catherine Cortez,Pharmacist,D005,2024-05-15,119107,L004
S0177,Annette Mason,Pharmacist,D005,2015-06-16,199532,L002
S0178,Anne Bailey,Nurse,D005,2024-10-04,132225,L002
S0179,Cory Wise,Nurse,D001,2018-02-12,165127,L005
S0180,Samantha Drake,Technician,D006,2020-04-21,177604,L005
S0181,Jason Walker,Admin,D003,2024-07-13,147058,L003
S0182,Ann Rodriguez,Nurse,D003,2016-08-29,148715,L004
S0183,Samuel Dunn,Doctor,D003,2022-06-08,99600,L005
S0184,Miguel Gonzalez,Pharmacist,D006,2020-08-27,74440,L002
S0185,Karen Wilson,Nurse,D004,2017-08-27,43213,L001
S0186,Andrea Edwards,Doctor,D004,2018-08-16,109908,L004
S0187,Tracy Lawson,Technician,D007,2024-01-12,155939,L001
S0188,Kristy Esparza,Doctor,D004,2015-10-30,69029,L001
S0189,Jeremy Stephens,Doctor,D005,2023-10-03,142849,L005
S0190,Adam Harris,Admin,D004,2020-06-25,119145,L002
S0191,Misty Perez,Admin,D004,2022-05-21,33317,L005
S0192,Scott Russell,Admin,D005,2021-12-07,77650,L004
S0193,Stephanie Nielsen,Doctor,D003,2020-05-24,181998,L005
S0194,Jacqueline Clark,Admin,D002,2023-07-16,175474,L005
S0195,Jennifer Rivera,Admin,D001,2022-09-01,188935,L001
S0196,Michael Beck,Doctor,D002,2018-07-11,161255,L002
S0197,Matthew Swanson,Nurse,D004,2023-11-18,197607,L003
S0198,Judith Bautista,Technician,D004,2020-09-27,118875,L002
S0199,Andrew Lopez,Technician,D002,2022-10-09,60773,L002
S0200,Alexandra Fritz,Nurse,D005,2019-07-21,152763,L005
S0201,Melanie Hudson,Nurse,D004,2021-05-07,95880,L004
S0202,Jeffrey Mcdaniel,Nurse,D006,2024-12-03,66141,L001
S0203,Mark Pierce,Technician,D001,2020-12-27,59904,L003
S0204,John Kirk MD,Doctor,D004,2015-06-14,130416,L001
S0205,Jean Bell,Technician,D008,2018-09-10,196138,L005
S0206,Chase Frank MD,Nurse,D002,2022-11-08,100291,L005
S0207,Curtis Savage,Technician,D006,2017-03-31,165833,L005
S0208,Robert Hunter,Pharmacist,D005,2020-06-06,125620,L002
S0209,Teresa Moore,Doctor,D006,2021-07-12,178154,L001
S0210,Haley Huffman MD,Admin,D005,2015-10-06,34117,L002
S0211,Christine Watkins,Admin,D007,2019-12-01,75029,L002
S0212,Terry Thomas,Pharmacist,D008,2024-04-17,111661,L001
S0213,Joseph Baker,Doctor,D002,2021-03-19,120186,L004
S0214,Michael Choi,Nurse,D001,2015-09-17,191801,L005
S0215,Donald Long,Doctor,D004,2015-06-19,51686,L003
S0216,Michele Preston,Admin,D008,2018-05-16,59453,L003
S0217,Troy Rodriguez,Doctor,D005,2021-07-25,90869,L003
S0218,Joseph Jones,Admin,D002,2023-07-28,156707,L002
S0219,Anthony Weber,Nurse,D007,2015-11-26,130742,L005
S0220,Heather Pena,Doctor,D004,2024-02-25,163578,L003
S0221,Kevin Baker,Technician,D006,2025-04-23,126683,L003
S0222,Natalie Hester,Nurse,D005,2020-03-03,95796,L002
S0223,Kimberly Tran,Technician,D005,2016-09-19,175083,L001
S0224,Joy Robinson,Technician,D004,2019-11-08,121916,L005
S0225,Ashlee Flynn,Doctor,D005,2023-04-24,109281,L003
S0226,Karen Landry,Doctor,D006,2023-11-17,146426,L005
S0227,Shelby Lee,Doctor,D002,2023-07-15,158383,L001
S0228,Douglas Gilbert,Nurse,D006,2021-10-10,53400,L002
S0229,Dorothy Woods,Doctor,D004,2021-06-20,190833,L002
S0230,Amanda Thompson,Doctor,D007,2015-11-17,181865,L005
S0231,Bethany Schneider,Nurse,D003,2021-03-31,181780,L001
S0232,Alex Black,Nurse,D006,2016-05-08,99194,L003
S0233,Amanda Smith,Admin,D001,2016-04-20,147479,L003
S0234,Connie Aguirre,Nurse,D006,2019-09-10,38056,L001
S0235,Daniel Jones,Pharmacist,D005,2016-10-18,112909,L001
S0236,Gavin Conley,Doctor,D004,2018-02-21,180858,L004
S0237,Vanessa Ramsey,Pharmacist,D004,2022-10-31,136848,L004
S0238,Joel Lambert,Nurse,D005,2020-02-04,37039,L004
S0239,Jeffrey Rogers,Doctor,D006,2025-04-10,175406,L003
S0240,Katrina Williams,Doctor,D002,2024-08-31,136792,L004
S0241,Jonathon Sparks,Nurse,D008,2020-11-09,85946,L003
S0242,Gary Thompson,Pharmacist,D004,2019-04-22,124047,L001
S0243,Keith Williams,Doctor,D008,2025-02-21,142865,L003
S0244,Patrick Mcbride,Doctor,D008,2015-12-17,179855,L004
S0245,Andrea Castro,Pharmacist,D006,2015-05-21,182704,L004
S0246,Anna Nelson,Pharmacist,D007,2021-10-06,74688,L004
S0247,Mary Huynh,Pharmacist,D003,2017-06-29,157841,L003
S0248,Frances Phillips,Technician,D001,2024-11-09,142319,L001
S0249,Susan Washington,Admin,D006,2020-01-08,185922,L004
S0250,Sean Dorsey,Pharmacist,D006,2024-08-12,119140,L001
S0251,Nicholas Garrison,Doctor,D008,2015-06-13,106549,L003
S0252,Lacey Nelson,Admin,D005,2016-03-05,162633,L004
S0253,Emily Stone,Nurse,D007,2018-09-16,109665,L001
S0254,Brandon Burnett,Pharmacist,D005,2020-10-31,178194,L003
S0255,Joseph Morales,Doctor,D001,2019-01-17,52793,L001
S0256,Ian Adams,Doctor,D003,2017-05-15,90619,L005
S0257,Justin Warner,Doctor,D002,2017-10-19,198849,L001
S0258,Jorge Garrett,Technician,D005,2021-08-16,197973,L003
S0259,Angela Ballard,Doctor,D006,2015-12-17,140572,L001
S0260,Ronald Vega,Pharmacist,D002,2024-12-14,96611,L002
S0261,Katelyn Dalton,Doctor,D006,2018-06-28,142995,L002
S0262,Leon Ford,Technician,D007,2023-04-15,135019,L005
S0263,Amber Lopez,Admin,D001,2019-05-10,163064,L001
S0264,Rebecca Ellison,Pharmacist,D004,2021-04-13,30923,L003
S0265,Bryan Morris,Nurse,D004,2019-02-23,34117,L004
S0266,Debra Terry,Nurse,D006,2015-07-26,178348,L005
S0267,Aaron Fitzgerald,Admin,D005,2022-02-26,99397,L004
S0268,David Clay,Doctor,D004,2016-07-28,180113,L001
S0269,Randy Kennedy,Technician,D004,2019-02-23,82474,L001
S0270,Leonard Gonzalez,Doctor,D006,2021-01-22,83237,L001
S0271,Melissa Franklin,Pharmacist,D002,2020-03-30,68040,L004
S0272,Suzanne Avery,Doctor,D005,2016-11-05,125677,L002
S0273,Douglas Washington,Pharmacist,D004,2017-05-24,107788,L002
S0274,Stephanie Jones,Admin,D006,2018-05-30,125260,L004
S0275,Shelley Nelson,Technician,D007,2018-09-17,155563,L001
S0276,John Black,Doctor,D008,2015-12-28,147929,L002
S0277,Ashley Mitchell,Nurse,D005,2020-05-26,135196,L003
S0278,Nancy Frank,Pharmacist,D006,2016-01-14,72622,L002
S0279,Andrea Lopez,Doctor,D001,2016-07-05,113653,L001
S0280,Kimberly Terry,Doctor,D003,2025-01-12,35604,L002
S0281,Ryan Harvey,Technician,D001,2016-01-13,81704,L005
S0282,Jay Torres,Nurse,D003,2024-02-26,191226,L005
S0283,Daniel French,Nurse,D001,2025-03-31,67898,L005
S0284,Matthew Lee,Pharmacist,D006,2017-11-26,47156,L004
S0285,Frank Smith,Doctor,D008,2017-04-29,152865,L001
S0286,Howard Anderson,Doctor,D003,2016-08-06,160483,L002
S0287,Lauren Garcia,Technician,D008,2017-11-23,190910,L005
S0288,Melissa Sweeney,Doctor,D005,2017-05-17,168873,L002
S0289,Bobby Adams,Nurse,D002,2016-03-26,146610,L001
S0290,Chad Lewis,Pharmacist,D004,2015-05-23,177258,L005
S0291,Daniel Osborn,Nurse,D005,2024-04-14,190601,L004
S0292,Kimberly Tucker,Admin,D008,2018-12-01,106034,L005
S0293,Nicole Kane,Pharmacist,D005,2023-08-12,86961,L003
S0294,Katie Irwin,Nurse,D001,2023-04-28,81664,L002
S0295,Brian Valdez,Admin,D003,2018-01-24,85026,L003
S0296,Michael Heath,Nurse,D001,2022-05-05,153138,L001
S0297,Brandy Simpson,Technician,D001,2019-11-12,80807,L003
S0298,David Sutton,Nurse,D007,2018-01-06,182419,L003
S0299,Jerry Wilson,Nurse,D003,2019-07-30,196413,L003
S0300,Mary Rodgers,Admin,D001,2019-08-14,46736,L003
S0301,Jennifer Jones,Pharmacist,D006,2024-09-14,168823,L002
S0302,Cynthia Donovan,Doctor,D007,2016-07-25,93374,L002
S0303,Michelle Johnson,Doctor,D007,2019-05-23,103196,L002
S0304,Monica Morales,Technician,D001,2024-07-01,62125,L003
S0305,Dawn Mills,Admin,D007,2021-04-26,103112,L002
S0306,Rhonda Weber,Doctor,D001,2019-03-19,138291,L005
S0307,Jesse Murillo,Technician,D004,2020-03-30,45086,L001
S0308,Terry Perez,Nurse,D007,2016-03-02,106137,L001
S0309,Susan Williamson,Admin,D008,2016-01-04,113678,L001
S0310,Nathaniel Hendricks,Admin,D002,2020-05-05,134941,L001
S0311,Theresa Holt,Doctor,D004,2019-12-07,163279,L004
S0312,Teresa Aguilar,Pharmacist,D006,2022-07-05,182436,L004
S0313,Edwin Hammond,Technician,D004,2022-06-30,47073,L002
S0314,Frank Crosby,Nurse,D006,2022-01-10,72483,L002
S0315,Audrey Marshall,Doctor,D008,2020-01-09,195577,L002
S0316,Brandy Thompson,Nurse,D003,2021-02-28,151093,L001
S0317,Mrs. Tiffany Crawford,Pharmacist,D004,2022-12-09,153460,L004
S0318,Beth Fields,Admin,D006,2016-08-19,53986,L005
S0319,Nicole Williams,Technician,D008,2021-06-21,119755,L003
S0320,Devin Young,Admin,D005,2015-07-18,144759,L003
S0321,Nathan Jennings,Doctor,D003,2018-09-13,83570,L001
S0322,Abigail Jones,Technician,D003,2023-10-11,192445,L003
S0323,Thomas Butler,Nurse,D006,2016-10-29,58776,L003
S0324,Stephen Howard,Technician,D002,2019-05-15,163446,L002
S0325,Barbara Chase,Pharmacist,D005,2024-08-04,120580,L001
S0326,Karen Brown,Admin,D007,2015-12-04,130815,L001
S0327,Alison Jones,Pharmacist,D005,2022-06-19,101523,L001
S0328,Donald Wallace,Nurse,D007,2022-02-02,83456,L002
S0329,Linda Willis,Technician,D005,2015-07-09,59571,L004
S0330,Mark Parker,Pharmacist,D002,2024-05-03,54156,L004
S0331,Bryan Richardson,Doctor,D003,2025-03-04,180774,L005
S0332,Victoria Baker,Admin,D004,2021-10-05,194500,L003
S0333,Gabriel Shea,Doctor,D006,2023-06-01,108879,L001
S0334,Shannon Howard,Nurse,D007,2021-07-22,68281,L001
S0335,John Burgess,Pharmacist,D008,2016-06-23,164137,L001
S0336,Charles Steele,Admin,D006,2020-09-03,144788,L004
S0337,Stanley Kaufman,Technician,D008,2023-05-21,147167,L001
S0338,Robert Smith,Nurse,D006,2017-02-02,134030,L002
S0339,Ryan Ramos,Admin,D002,2021-02-07,173393,L001
S0340,Amber Hill,Doctor,D004,2023-06-30,167013,L005
S0341,Phillip Wilson,Nurse,D001,2022-07-15,65876,L001
S0342,Joe Haas,Pharmacist,D007,2020-07-20,104056,L004
S0343,Amanda Austin,Nurse,D006,2023-11-07,107883,L001
S0344,Anna Thomas,Pharmacist,D004,2023-12-30,103805,L002
S0345,Troy Garcia,Admin,D007,2023-05-08,112892,L001
S0346,Sarah Thomas,Nurse,D006,2018-11-26,158356,L001
S0347,Steven Brown,Pharmacist,D002,2019-04-08,47357,L003
S0348,Keith Travis,Nurse,D004,2017-07-05,154357,L005
S0349,Jason Graham,Doctor,D004,2021-04-30,47424,L005
S0350,James Lara,Technician,D002,2023-09-18,51998,L001
S0351,Angel Thompson,Technician,D008,2017-01-31,154084,L002
S0352,Anthony Silva,Pharmacist,D004,2016-12-29,109355,L002
S0353,Mike Thompson,Admin,D008,2017-02-07,165689,L005
S0354,Elizabeth Jones,Nurse,D008,2015-06-25,135924,L005
S0355,Elaine Cox,Technician,D006,2018-11-15,156112,L005
S0356,Jill Davis,Pharmacist,D007,2024-12-08,53446,L005
S0357,Eric Williams,Admin,D004,2016-12-17,193219,L001
S0358,David Tapia,Admin,D003,2024-06-06,54011,L003
S0359,Christine Anderson,Pharmacist,D008,2017-07-29,67065,L005
S0360,Erica Lambert,Pharmacist,D002,2023-02-19,45999,L003
S0361,Robert Johnson,Doctor,D002,2021-02-06,51097,L004
S0362,Jessica Armstrong,Technician,D004,2016-10-16,189739,L003
S0363,Melissa Cannon,Doctor,D007,2015-05-04,118106,L002
S0364,Katherine Davis,Admin,D006,2019-07-09,56373,L004
S0365,Samuel Hodges,Admin,D003,2020-11-21,197042,L001
S0366,Anthony Gonzalez,Nurse,D005,2021-03-01,195500,L004
S0367,Jose Sanchez,Doctor,D008,2015-11-17,115215,L004
S0368,Kenneth Graham,Pharmacist,D005,2018-06-28,43231,L003
S0369,Frank Banks,Doctor,D003,2022-10-18,79162,L004
S0370,Cindy Duran,Nurse,D008,2022-09-27,183779,L001
S0371,Whitney Kelly,Pharmacist,D003,2023-05-08,111432,L003
S0372,Christopher Rodriguez,Technician,D005,2022-01-04,90724,L001
S0373,Pamela Baker,Admin,D004,2020-12-19,199862,L005
S0374,Robert Wallace,Admin,D007,2015-09-29,36611,L001
S0375,Roberto Gross,Admin,D008,2024-08-11,71476,L003
S0376,Derek Vasquez,Doctor,D008,2016-01-17,73121,L003
S0377,Shirley Harris,Pharmacist,D004,2025-04-22,186391,L004
S0378,Joseph Macdonald,Technician,D007,2024-01-27,76324,L002
S0379,Christopher Benton,Nurse,D005,2016-08-05,195993,L003
S0380,Allison Williams,Technician,D008,2015-05-27,96372,L001
S0381,Joan Curry,Admin,D003,2020-05-24,173846,L002
S0382,John Krueger,Pharmacist,D004,2024-10-26,76142,L003
S0383,David Keller,Nurse,D002,2020-12-23,94105,L002
S0384,Shane Rodriguez,Pharmacist,D001,2021-07-05,167649,L005
S0385,Matthew Bell,Nurse,D005,2018-05-10,196138,L001
S0386,Michelle Jones,Technician,D008,2022-08-01,123498,L004
S0387,Kevin Evans,Admin,D002,2023-01-11,94312,L004
S0388,John Weaver,Doctor,D001,2019-07-24,41739,L003
S0389,Marcus Cox,Nurse,D005,2019-11-03,88121,L004
S0390,Lindsay Levine,Technician,D006,2019-05-15,107468,L004
S0391,Colleen Mcdowell,Admin,D003,2018-10-22,138504,L005
S0392,Ruben Price,Technician,D004,2017-09-23,94473,L001
S0393,Latoya Mullen,Technician,D006,2022-12-31,65062,L001
S0394,Laura Sparks,Admin,D006,2017-07-28,95290,L004
S0395,Kyle Marquez,Nurse,D008,2024-06-25,35377,L004
S0396,Yvonne Skinner,Technician,D007,2024-12-06,147196,L004
S0397,Amanda Gray,Admin,D002,2022-06-16,198253,L002
S0398,Julie Gray,Nurse,D002,2016-05-23,181973,L004
S0399,Erik Lopez,Pharmacist,D008,2018-07-18,181178,L002
S0400,Erin Holt,Doctor,D002,2019-07-25,169710,L002
S0401,Michael Richardson,Pharmacist,D008,2020-01-01,134010,L002
S0402,Mr. Jesse Benson,Doctor,D004,2021-01-05,129246,L004
S0403,Kayla Brewer,Doctor,D003,2025-03-13,150354,L003
S0404,Eric Lee,Pharmacist,D003,2020-06-06,54037,L003
S0405,Blake Moreno,Technician,D007,2021-10-21,45262,L001
S0406,Cody Salinas,Doctor,D001,2017-10-28,86984,L001
S0407,Nancy Jordan,Nurse,D003,2020-08-18,88357,L002
S0408,Kelly Lee,Doctor,D001,2024-06-27,174707,L001
S0409,Patty Lewis,Admin,D004,2018-06-06,86055,L003
S0410,Kirk Green,Nurse,D001,2020-07-24,135903,L003
S0411,Elizabeth Cook,Technician,D006,2016-06-07,53938,L004
S0412,Sandra Johnson,Technician,D006,2018-09-05,64926,L002
S0413,Julie Sanchez,Nurse,D002,2022-05-09,39275,L001
S0414,Kimberly Wise,Nurse,D002,2020-07-27,199800,L005
S0415,Christopher Stein,Doctor,D006,2020-12-15,50501,L004
S0416,Brian Jones,Admin,D003,2019-05-20,142882,L005
